Errors
======

10.1098/rsbl.2010.0225,1402598956,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

10.1098/rspb.2013.2989,1402599223,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

10.7717/peerj.435,1402599365,Error : client error: (404) Not Found

10.1098/rsbl.2010.0091,1402599764,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

10.1098/rsbl.2010.0120,1402599824,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

10.1525/cond.2013.115.1.211,1402599874,Error in xpathApply(ab_XML, "//meta[@name=\"dc.Date\" and @scheme=\"WTN8601\"]",  : 
  subscript out of bounds

10.1098/rspb.2005.3435,1402599911,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

10.1098/rsbl.2010.0239,1402599945,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

10.1098/rsbl.2010.0333,1402600098,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

10.1098/rsbl.2013.1040,1402600136,Error in xpathApply(ab_XML, "//li[@class=\"received\"]", xmlGetAttr, "hwp:start")[[1]] : 
  subscript out of bounds

