"doi","journal","url","editor","received","accepted","online","final_version","issue","first_decision","second_decision","third_decision","fourth_decision","preprint","issueonline","revised1","revised2","revised3","revised4","error"
"10.1371/journal.pone.0060756","PLoS ONE",NA,"M Alex Smith",2012-11-09,2013-03-02,2013-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0017342","PLoS ONE",NA,"Thomas Bell",2010-08-24,2011-01-31,2011-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0049024","PLoS ONE",NA,"James F Cahill",2012-06-07,2012-10-03,2012-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0017476","PLoS ONE",NA,"Tamara Romanuk",2010-10-21,2011-02-03,2011-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0059813","PLoS ONE",NA,"Luis A Nunes Amaral",2012-09-16,2013-02-19,2013-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0013382","PLoS ONE",NA,"Justin O Borevitz",2010-06-21,2010-09-20,2010-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0073249","PLoS ONE",NA,"Simon Thrush",2013-04-07,2013-07-18,2013-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0007460","PLoS ONE",NA,"Stephen J Cornell",2009-05-06,2009-09-25,2009-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0008895","PLoS ONE",NA,"Stuart A Sandin",2009-06-23,2009-12-28,2010-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001343","PLoS Biology",NA,"none",NA,NA,2012-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0052604","PLoS ONE",NA,"Adina Maya Merenlender",2012-08-07,2012-11-20,2012-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0060066","PLoS Biology",NA,"none",NA,NA,2008-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0074025","PLoS ONE",NA,"Yamir Moreno",2013-06-19,2013-07-26,2013-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0030050","PLoS ONE",NA,"Han Y H Chen",2011-06-17,2011-12-09,2012-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0000005","PLoS ONE",NA,"Oliver Hofmann",2006-08-14,2006-08-23,2006-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057072","PLoS ONE",NA,"Richard K F Unsworth",2012-10-15,2013-01-17,2013-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0051488","PLoS ONE",NA,"Anna Traveset",2012-08-21,2012-11-05,2012-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0021972","PLoS ONE",NA,"Michael A Brockhurst",2011-02-08,2011-06-15,2011-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0020672","PLoS ONE",NA,"Simon Thrush",2011-03-21,2011-05-07,2011-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0040278","PLoS Biology",NA,"none",NA,NA,2006-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0085513","PLoS ONE",NA,"Dafeng Hui",2013-09-27,2013-11-27,2014-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0013666","PLoS ONE",NA,"Brock Fenton",2010-07-01,2010-10-06,2010-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0046164","PLoS ONE",NA,"Nicolas Mouquet",2012-03-25,2012-08-30,2012-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082768","PLoS ONE",NA,"Angel Sanchez",2013-07-26,2013-10-28,2013-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0059664","PLoS ONE",NA,"Johannes Jaeger",2012-05-23,2013-02-20,2013-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001344","PLoS Biology",NA,"Georgina Mace",NA,NA,2012-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024107","PLoS ONE",NA,"Nicolas Mouquet",2010-12-29,2011-08-04,2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001487","PLoS Biology",NA,"none",NA,NA,2013-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027785","PLoS ONE",NA,"M Alex Smith",2011-08-12,2011-10-25,2011-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pcbi.0010018","PLoS Computational Biology",NA,"none",NA,NA,2005-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0095890","PLoS ONE",NA,"Keping Ma",2013-12-02,2014-04-01,2014-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0036196","PLoS ONE",NA,"Jon Moen",2012-01-23,2012-04-03,2012-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053009","PLoS ONE",NA,"Simon Thrush",2012-09-11,2012-11-26,2012-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053139","PLoS ONE",NA,"Raphael Arlettaz",2012-08-30,2012-11-23,2013-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0034096","PLoS ONE",NA,"Ricard V Sole",2011-10-13,2012-02-21,2012-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0054689","PLoS ONE",NA,"Kimberly Patraw Van Niel",2012-03-22,2012-12-17,2013-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0084198","PLoS ONE",NA,"David William Pond",2013-08-19,2013-11-13,2013-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0041270","PLoS ONE",NA,"James F Cahill",2012-04-27,2012-06-19,2012-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001701","PLoS Biology",NA,"Georgina M Mace",NA,NA,2013-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0062111","PLoS ONE",NA,"Matteo Convertino",2013-01-08,2013-03-16,2013-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pcbi.1003594","PLoS Computational Biology",NA,"Jonathan A Eisen",2014-01-09,2014-03-14,2014-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0087990","PLoS ONE",NA,"Maura (Gee) Geraldine Chapman",2013-09-06,2014-01-02,2014-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082369","PLoS ONE",NA,"Adina Maya Merenlender",2013-07-07,2013-10-23,2013-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0089245","PLoS ONE",NA,"Bazartseren Boldgiv",2013-10-22,2014-01-19,2014-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0089174","PLoS ONE",NA,"Ben Bond-Lamberty",2013-09-16,2014-01-15,2014-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0080874","PLoS ONE",NA,"Eric Gordon Lamb",2013-08-15,2013-10-05,2013-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0080763","PLoS ONE",NA,"Joanna E Lambert",2013-08-15,2013-10-16,2013-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0038295","PLoS ONE",NA,"Timothy Ravasi",2011-05-08,2012-05-07,2012-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0042524","PLoS ONE",NA,"Jacques Ravel",2012-01-13,2012-07-10,2012-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0083407","PLoS ONE",NA,"Martin Heil",2013-09-17,2013-11-08,2013-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0020272","PLoS Biology",NA,"none",NA,NA,2004-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0077338","PLoS ONE",NA,"John F Valentine",2013-07-04,2013-08-30,2013-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0093518","PLoS ONE",NA,"Dafeng Hui",2013-09-08,2014-03-07,2014-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0091795","PLoS ONE",NA,"David Caramelli",2014-01-24,2014-02-13,2014-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0079147","PLoS ONE",NA,"Vincent Lariviere",2012-10-31,2013-09-19,2013-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0037223","PLoS ONE",NA,"Christian Rixen",2012-02-03,2012-04-15,2012-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0045989","PLoS ONE",NA,"Matt Hayward",2012-04-17,2012-08-28,2012-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0062779","PLoS ONE",NA,"Jan Geert Hiddink",2012-11-02,2013-03-25,2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0020782","PLoS ONE",NA,"Brock Fenton",2011-03-23,2011-05-09,2011-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066829","PLoS ONE",NA,"Hauke Smidt",2012-12-17,2013-05-13,2013-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0092097","PLoS ONE",NA,"Ricard V Sole",2013-08-02,2014-02-19,2014-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0090289","PLoS ONE",NA,"Jean Thioulouse",2013-01-25,2014-01-31,2014-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0044019","PLoS ONE",NA,"Francesco de Bello",2012-02-07,2012-07-30,2012-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0098454","PLoS ONE",NA,"Kathleen Treseder",2013-11-16,2014-05-02,2014-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0081831","PLoS ONE",NA,"Zoe G Davies",2012-05-01,2013-10-27,2013-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027280","PLoS ONE",NA,"Anna Traveset",2011-07-01,2011-10-13,2011-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0071735","PLoS ONE",NA,"Anna Dornhaus",2013-03-21,2013-07-02,2013-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0000193","PLoS ONE",NA,"Justin Borevitz",2006-11-21,2007-01-13,2007-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0060252","PLoS ONE",NA,"Matteo Convertino",2012-12-29,2013-02-24,2013-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0043290","PLoS ONE",NA,"Han Y H Chen",2012-06-21,2012-07-19,2012-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0040277","PLoS Biology",NA,"none",NA,NA,2006-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0093773","PLoS ONE",NA,"A Mark Ibekwe",2013-11-21,2014-03-07,2014-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0017976","PLoS ONE",NA,"Brock Fenton",2010-11-24,2011-02-17,2011-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0093733","PLoS ONE",NA,"Jin Chen",2013-03-20,2014-03-08,2014-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0000073","PLoS Biology",NA,"none",NA,NA,2003-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0077139","PLoS ONE",NA,"Jose Luis Balcazar",2013-06-11,2013-08-30,2013-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0020072","PLoS Biology",NA,"none",NA,NA,2004-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0019116","PLoS ONE",NA,"Richard K F Unsworth",2010-11-28,2011-03-21,2011-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0043626","PLoS ONE",NA,"Adam Siepielski",2012-01-24,2012-07-26,2012-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0056277","PLoS ONE",NA,"Jerome Chave",2012-03-23,2013-01-12,2013-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0070114","PLoS ONE",NA,"Kurt O Reinhart",2012-11-13,2013-06-17,2013-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001248","PLoS Biology",NA,"Michel Loreau",NA,NA,2012-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027357","PLoS ONE",NA,"Tamara Natasha Romanuk",2011-06-17,2011-10-14,2011-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0025248","PLoS ONE",NA,"Steven J Bograd",2011-01-31,2011-08-30,2011-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0086991","PLoS ONE",NA,"Martin Heil",2013-09-18,2013-12-16,2014-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057612","PLoS ONE",NA,"Andrew Hector",2012-08-31,2013-01-24,2013-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0002825","PLoS ONE",NA,"Angus Buckling",2008-05-27,2008-07-03,2008-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082792","PLoS ONE",NA,"Dafeng Hui",2013-07-31,2013-10-29,2013-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066238","PLoS ONE",NA,"Mary OConnor",2012-12-21,2013-05-03,2013-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0036760","PLoS ONE",NA,"Han Y H Chen",2011-09-30,2012-04-08,2012-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032586","PLoS ONE",NA,"Abdisalan Mohamed Noor",2011-09-02,2012-02-01,2012-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082468","PLoS ONE",NA,"Ben Bond-Lamberty",2013-08-27,2013-11-01,2013-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.ppat.1002796","PLoS Pathogens",NA,"Shou-Wei Ding",2011-11-24,2012-05-25,2012-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0077565","PLoS ONE",NA,"Eric Gordon Lamb",2013-05-13,2013-09-03,2013-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0022905","PLoS ONE",NA,"Mark S Boyce",2011-02-07,2011-07-01,2011-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0043894","PLoS ONE",NA,"Justin Wright",2011-12-22,2012-07-27,2012-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0041396","PLoS ONE",NA,"Oliver Schweiger",2011-11-22,2012-06-26,2012-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0019514","PLoS ONE",NA,"Andrew Hector",2010-11-09,2011-04-08,2011-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.0020103","PLoS Genetics",NA,"Takashi Gojobori",2005-08-11,2006-05-23,2006-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0095081","PLoS ONE",NA,"Edward Webb",2013-10-08,2014-03-23,2014-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0065575","PLoS ONE",NA,"Matteo Convertino",2013-03-09,2013-04-27,2013-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040679","PLoS ONE",NA,"Nathan G Swenson",2011-11-09,2012-06-13,2012-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040729","PLoS ONE",NA,"Luis A Nunes Amaral",2011-12-07,2012-06-13,2012-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0084568","PLoS ONE",NA,"Sebastian C A Ferse",2012-02-03,2013-11-22,2014-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0063375","PLoS ONE",NA,"Gabriele Berg",2013-01-17,2013-04-03,2013-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0101238","PLoS ONE",NA,"Andrew R Dalby",2014-03-03,2014-06-04,2014-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001580","PLoS Biology",NA,"none",NA,NA,2013-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0045334","PLoS ONE",NA,"Matt Hayward",2011-10-26,2012-08-21,2012-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024128","PLoS ONE",NA,"Hans Henrik Bruun",2011-02-20,2011-08-05,2011-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001702","PLoS Biology",NA,"Georgina M Mace",NA,NA,2013-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001700","PLoS Biology",NA,"Georgina M Mace",NA,NA,2013-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0060441","PLoS ONE",NA,"Kathleen Treseder",2012-11-14,2013-02-26,2013-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0051841","PLoS ONE",NA,"Vishal Shah",2012-06-07,2012-11-12,2012-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0081358","PLoS ONE",NA,"Claudia Mettke-Hofmann",2013-05-08,2013-10-11,2013-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0094800","PLoS ONE",NA,"Gil Bohrer",2013-11-20,2014-03-20,2014-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0056794","PLoS ONE",NA,"Christopher Quince",2012-09-07,2013-01-14,2013-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0056802","PLoS ONE",NA,"Jason E Stajich",2012-09-12,2013-01-16,2013-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1000378","PLoS Biology",NA,"none",NA,NA,2010-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1000261","PLoS Biology",NA,"none",NA,NA,2009-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0021265","PLoS ONE",NA,"Howard Browman",2011-02-10,2011-05-27,2011-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0029368","PLoS ONE",NA,"Pedro Lagerblad Oliveira",2011-08-30,2011-11-27,2011-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0029469","PLoS ONE",NA,"Kurt O Reinhart",2011-09-22,2011-11-29,2012-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057019","PLoS ONE",NA,"Simon Thrush",2012-06-29,2013-01-20,2013-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0019231","PLoS ONE",NA,"Howard Browman",2010-12-10,2011-03-23,2011-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0021710","PLoS ONE",NA,"Michael Somers",2011-03-02,2011-06-06,2011-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0097217","PLoS ONE",NA,"Louis-Felix Bersier",2013-12-16,2014-04-16,2014-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0093359","PLoS ONE",NA,"Ben Bond-Lamberty",2013-10-05,2014-03-04,2014-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0034170","PLoS ONE",NA,"Brian Gratwicke",2011-12-15,2012-02-23,2012-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0000934","PLoS ONE",NA,"Jerome Chave",2007-01-21,2007-09-05,2007-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0072525","PLoS ONE",NA,"Frederic Amblard",2013-04-29,2013-07-15,2013-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0034517","PLoS ONE",NA,"Stefan Bertilsson",2011-12-19,2012-03-02,2012-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0047192","PLoS ONE",NA,"Ben Bond-Lamberty",2012-03-26,2012-09-12,2012-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0080352","PLoS ONE",NA,"Nicholas J Mills",2013-03-05,2013-10-02,2013-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0093049","PLoS ONE",NA,"Timothy D Paine",2013-01-19,2014-03-02,2014-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0097910","PLoS ONE",NA,"Michael Sears",2013-09-09,2014-04-26,2014-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0033300","PLoS ONE",NA,"Brock Fenton",2011-11-25,2012-02-10,2012-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066938","PLoS ONE",NA,"Vincent Lariviere",2013-02-14,2013-05-10,2013-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0087804","PLoS ONE",NA,"Roscoe Stanyon",2013-08-27,2013-12-31,2014-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0038247","PLoS ONE",NA,"Ben Bond-Lamberty",2012-01-16,2012-05-02,2012-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0040279","PLoS Biology",NA,"none",NA,NA,2006-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0040105","PLoS Biology",NA,"Georgina Mace",NA,NA,2006-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0050295","PLoS Biology",NA,"none",NA,NA,2007-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0023002","PLoS ONE",NA,"Tamara Natasha Romanuk",2011-02-03,2011-07-11,2011-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0023969","PLoS ONE",NA,"Jerome Chave",2011-06-13,2011-07-28,2011-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
