"doi","journal","url","editor","received","accepted","online","final_version","issue","first_decision","second_decision","third_decision","fourth_decision","preprint","issueonline","revised1","revised2","revised3","revised4","error"
"10.1371/journal.pone.0063297","PLoS ONE",NA,"Enrico Scalas",2012-12-13,2013-04-02,2013-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0020310","PLoS Biology",NA,"none",NA,NA,2004-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0075433","PLoS ONE",NA,"Rodrigo Huerta-Quintanilla",2013-02-11,2013-08-14,2013-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0096478","PLoS ONE",NA,"Brenton G Cooper",2013-11-07,2014-04-08,2014-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0029825","PLoS ONE",NA,"Mari Moora",2011-08-30,2011-12-05,2012-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0084074","PLoS ONE",NA,"Shu-Dong Zhang",2013-05-30,2013-11-20,2013-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0040173","PLoS Biology",NA,"none",NA,NA,2006-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0022240","PLoS ONE",NA,"Simon Thrush",2010-12-09,2011-06-22,2011-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024707","PLoS ONE",NA,"Matjaz Perc",2011-07-15,2011-08-17,2011-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0098951","PLoS ONE",NA,"Craig A Layman",2014-02-03,2014-05-09,2014-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0070079","PLoS ONE",NA,"Gil Bohrer",2013-01-23,2013-06-16,2013-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082273","PLoS ONE",NA,"Christopher J Fulton",2013-03-07,2013-10-31,2013-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040137","PLoS ONE",NA,"Yamir Moreno",2012-04-09,2012-06-01,2012-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057041","PLoS ONE",NA,"Gerardo Adesso",2012-06-22,2013-01-17,2013-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1000385","PLoS Biology",NA,"none",NA,NA,2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0056953","PLoS ONE",NA,"Harald Auge",2012-10-10,2013-01-16,2013-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0022749","PLoS ONE",NA,"Brock Fenton",2011-02-23,2011-06-29,2011-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0064386","PLoS ONE",NA,"Ben Bond-Lamberty",2013-01-31,2013-04-12,2013-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0085306","PLoS ONE",NA,"David L Roberts",2013-05-11,2013-11-26,2014-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0001111","PLoS ONE",NA,"Ross Thompson",2007-09-05,2007-09-28,2007-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0051106","PLoS ONE",NA,"David Caramelli",2012-08-10,2012-10-30,2012-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0022952","PLoS ONE",NA,"Yan Ropert-Coudert",2011-03-17,2011-07-01,2011-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0090075","PLoS ONE",NA,"Xiujun Wang",2013-06-06,2014-01-31,2014-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0020778","PLoS ONE",NA,"Jon Moen",2011-01-26,2011-05-11,2011-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027418","PLoS ONE",NA,"Peter Csermely",2011-06-25,2011-10-16,2011-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0023150","PLoS ONE",NA,"Matt Hayward",2011-04-27,2011-07-07,2011-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pntd.0000777","PLoS Neglected Tropical Diseases",NA,"Ricardo E Gurtler",2009-09-23,2010-06-29,2010-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0023154","PLoS ONE",NA,"Julian Clifton",2011-02-03,2011-07-13,2011-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0065079","PLoS ONE",NA,"Frank Seebacher",2013-03-07,2013-04-22,2013-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0009922","PLoS ONE",NA,"Ching-Hong Yang",2010-01-05,2010-03-01,2010-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0009941","PLoS ONE",NA,"Michael Somers",2009-10-18,2010-03-05,2010-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0043528","PLoS ONE",NA,"Alex R Cook",2012-01-10,2012-07-23,2012-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057705","PLoS ONE",NA,"Eshel Ben-Jacob",2012-11-27,2013-01-16,2013-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024350","PLoS ONE",NA,"Matjaz Perc",2011-07-05,2011-08-05,2011-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0045140","PLoS ONE",NA,"Ben Bond-Lamberty",2012-04-30,2012-08-13,2012-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082903","PLoS ONE",NA,"Dafeng Hui",2013-07-11,2013-11-07,2013-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057133","PLoS ONE",NA,"Christof Markus Aegerter",2012-11-20,2013-01-17,2013-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0078008","PLoS ONE",NA,"Kerrie Swadling",2013-07-17,2013-09-17,2013-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0017580","PLoS ONE",NA,"Justin Wright",2010-10-19,2011-02-09,2011-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0030194","PLoS Biology",NA,"none",NA,NA,2005-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0055618","PLoS ONE",NA,"Ben Bond-Lamberty",2012-07-11,2012-12-28,2013-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0041385","PLoS ONE",NA,"Jeff Ollerton",2012-02-04,2012-06-25,2012-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0091870","PLoS ONE",NA,"Adam J Munn",2013-09-18,2014-02-17,2014-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0083440","PLoS ONE",NA,"Lutz Bornmann",2013-09-17,2013-11-13,2013-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0028028","PLoS ONE",NA,"Simon Thrush",2011-04-25,2011-10-30,2011-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0011390","PLoS ONE",NA,"Brian Gratwicke",2010-03-12,2010-05-28,2010-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0025145","PLoS ONE",NA,"Howard Browman",2011-03-30,2011-08-29,2011-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0078510","PLoS ONE",NA,"Mark S Boyce",2012-12-20,2013-09-13,2013-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0006968","PLoS ONE",NA,"Simon I Hay",2009-06-23,2009-08-06,2009-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0049307","PLoS ONE",NA,"Howard Browman",2012-07-19,2012-10-08,2012-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0057565","PLoS ONE",NA,"Ronald Noe",2012-08-02,2013-01-25,2013-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0078465","PLoS ONE",NA,"Heiner K Berthold",2013-04-03,2013-09-12,2013-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pgen.1000008","PLoS Genetics",NA,"Trudy F C Mackay",2007-10-03,2008-01-23,2008-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0095484","PLoS ONE",NA,"Ilse D Jacobsen",2013-12-21,2014-03-27,2014-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0011233","PLoS ONE",NA,"Jorg Langowski",2010-03-18,2010-05-31,2010-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0044901","PLoS ONE",NA,"Abdisalan Mohamed Noor",2012-03-31,2012-08-09,2012-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0044932","PLoS ONE",NA,"Simon Thrush",2012-04-04,2012-08-10,2012-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053726","PLoS ONE",NA,"Matt Hayward",2012-10-11,2012-12-05,2013-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0070607","PLoS ONE",NA,"Francesco de Bello",2013-03-12,2013-06-21,2013-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0015990","PLoS ONE",NA,"Abdisalan Noor",2010-08-15,2010-12-02,2011-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0036741","PLoS ONE",NA,"Gil Bohrer",2011-09-19,2012-04-11,2012-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0002931","PLoS ONE",NA,"Andy Hector",2008-04-09,2008-07-22,2008-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0045029","PLoS ONE",NA,"Jurgen Kurths",2012-05-31,2012-08-11,2012-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001405","PLoS Biology",NA,"none",NA,NA,2012-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0049081","PLoS ONE",NA,"Kurt O Reinhart",2012-08-20,2012-10-05,2012-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024165","PLoS ONE",NA,"Brock Fenton",2011-04-15,2011-08-01,2011-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040969","PLoS ONE",NA,"Don A Driscoll",2011-11-18,2012-06-19,2012-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001490","PLoS Biology",NA,"Patrik Nosil",2012-09-12,2013-01-09,2013-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0015734","PLoS ONE",NA,"Jon Moen",2010-09-21,2010-11-25,2010-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032408","PLoS ONE",NA,"Juan A A~nel",2011-07-06,2012-01-29,2012-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0078444","PLoS ONE",NA,"David William Pond",2013-06-22,2013-09-11,2013-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053350","PLoS ONE",NA,"Jonathan H Badger",2012-10-12,2012-11-27,2013-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0010769","PLoS ONE",NA,"Stuart Humphries",2009-04-17,2010-02-27,2010-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1000531","PLoS Biology",NA,"none",NA,NA,2010-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0027787","PLoS ONE",NA,"Peter Roopnarine",2011-04-01,2011-10-25,2011-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0035969","PLoS ONE",NA,"Simon Thrush",2011-12-14,2012-03-25,2012-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0065216","PLoS ONE",NA,"Andrew Hector",2012-11-21,2013-04-22,2013-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0052641","PLoS ONE",NA,"Ben Bond-Lamberty",2012-07-18,2012-11-19,2013-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0044155","PLoS ONE",NA,"Simon Thrush",2012-04-05,2012-07-30,2012-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0048205","PLoS ONE",NA,"Brian Gratwicke",2012-07-26,2012-09-20,2012-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0081810","PLoS ONE",NA,"James P Brody",2013-06-20,2013-10-16,2013-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0077566","PLoS ONE",NA,"John F Valentine",2013-04-25,2013-09-03,2013-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0014381","PLoS ONE",NA,"Brian Gratwicke",2010-07-16,2010-12-01,2010-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0048201","PLoS ONE",NA,"David L Roberts",2012-07-18,2012-09-24,2012-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0090173","PLoS ONE",NA,"Michel Renou",2013-10-24,2014-01-27,2014-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0022873","PLoS ONE",NA,"Brian Gratwicke",2011-03-18,2011-06-30,2011-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0039692","PLoS ONE",NA,"Yan Ropert-Coudert",2011-12-26,2012-05-29,2012-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0001636","PLoS ONE",NA,"Rob Freckleton",2007-06-15,2008-01-21,2008-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0090121","PLoS ONE",NA,"Jo~ao Pinto",2013-09-19,2014-01-28,2014-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pntd.0000429","PLoS Neglected Tropical Diseases",NA,"Duane Gubler",2008-12-18,2009-04-05,2009-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0094214","PLoS ONE",NA,"Jesus E Maldonado",2013-08-27,2014-03-12,2014-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0001591","PLoS ONE",NA,"Mark Rees",2008-01-09,2008-01-16,2008-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.0060148","PLoS Biology",NA,"none",NA,NA,2008-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0022881","PLoS ONE",NA,"Dirk Steinke",2011-04-20,2011-07-06,2011-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0001683","PLoS ONE",NA,"Enrico Scalas",2008-01-07,2008-01-23,2008-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0085794","PLoS ONE",NA,"John P Hart",2013-07-26,2013-12-07,2014-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0101498","PLoS ONE",NA,"Brian R MacKenzie",2013-12-05,2014-06-06,2014-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0101495","PLoS ONE",NA,"Antoni Margalida",2013-12-18,2014-06-08,2014-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0092733","PLoS ONE",NA,"Dafeng Hui",2013-12-21,2014-02-24,2014-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0059235","PLoS ONE",NA,"Konstantinos I Stergiou",2012-10-06,2013-02-14,2013-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0080168","PLoS ONE",NA,"Tilmann Harder",2013-06-26,2013-09-29,2013-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0071783","PLoS ONE",NA,"Peter Shaw",2013-02-19,2013-07-03,2013-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0067593","PLoS ONE",NA,"Justin G Boyles",2012-10-08,2013-05-23,2013-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0092745","PLoS ONE",NA,"Lijun Rong",2013-12-24,2014-02-25,2014-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024675","PLoS ONE",NA,"Hans Henrik Bruun",2011-01-24,2011-08-18,2011-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0100032","PLoS ONE",NA,"Jose L Gonzalez-Andujar",2014-02-12,2014-05-21,2014-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0049682","PLoS ONE",NA,"Joanna E Lambert",2012-07-31,2012-10-15,2012-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0100022","PLoS ONE",NA,"Josef Priller",2013-09-04,2014-05-21,2014-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0041337","PLoS ONE",NA,"Kimberly Patraw Van Niel",2012-03-20,2012-06-20,2012-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066445","PLoS ONE",NA,"Guy Smagghe",2013-02-27,2013-05-05,2013-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0024416","PLoS ONE",NA,"Howard Browman",2011-04-15,2011-08-10,2011-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0008320","PLoS ONE",NA,"Anna Traveset",2009-07-11,2009-11-21,2009-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0033255","PLoS ONE",NA,"Renaud Lambiotte",2011-08-18,2012-02-12,2012-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0095809","PLoS ONE",NA,"Matjaz Perc",2014-02-08,2014-03-30,2014-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0074807","PLoS ONE",NA,"Ben Bond-Lamberty",2013-04-16,2013-08-05,2013-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0011664","PLoS ONE",NA,"Frederick R Adler",2009-09-08,2010-06-24,2010-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0066531","PLoS ONE",NA,"Matteo Convertino",2013-02-18,2013-05-06,2013-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0079095","PLoS ONE",NA,"Kamal Bawa",2013-05-03,2013-09-18,2013-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053959","PLoS ONE",NA,"Nina Farwig",2012-10-02,2012-12-04,2013-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0070726","PLoS ONE",NA,"Alain Barrat",2012-10-19,2013-06-21,2013-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0011711","PLoS ONE",NA,"Pieter H M van Baal",2010-04-18,2010-06-30,2010-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0028821","PLoS ONE",NA,"Brock Fenton",2011-09-23,2011-11-15,2011-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0079035","PLoS ONE",NA,"Chongle Pan",2013-08-05,2013-09-27,2013-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001891","PLoS Biology",NA,"Craig Moritz",2014-02-20,2014-05-15,2014-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0048971","PLoS ONE",NA,"Monica Uddin",2012-02-23,2012-10-03,2012-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0069976","PLoS ONE",NA,"Don A Driscoll",2013-01-31,2013-06-14,2013-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001195","PLoS Biology",NA,"none",NA,NA,2011-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0023829","PLoS ONE",NA,"Yamir Moreno",2011-03-31,2011-07-25,2011-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0061615","PLoS ONE",NA,"Cedric Sueur",2012-11-12,2013-03-12,2013-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001174","PLoS Biology",NA,"Cheryl A Kerfeld",NA,NA,2011-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0023820","PLoS ONE",NA,"Julian Clifton",2011-06-06,2011-07-28,2011-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0053200","PLoS ONE",NA,"Carlos Garcia de Leaniz",2012-07-09,2012-11-29,2013-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0074170","PLoS ONE",NA,"Ben Bond-Lamberty",2013-03-21,2013-07-30,2013-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0099059","PLoS ONE",NA,"Zoe G Davies",2013-08-03,2014-05-10,2014-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032130","PLoS ONE",NA,"Beverley J Shea",2011-05-23,2012-01-24,2012-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0061460","PLoS ONE",NA,"Tobias Preis",2012-11-16,2013-03-08,2013-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0082446","PLoS ONE",NA,"Hamid Reza Baradaran",2013-06-14,2013-10-24,2013-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0044601","PLoS ONE",NA,"Andrew Hector",2011-05-20,2012-08-09,2012-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0095068","PLoS ONE",NA,"Ben J Mans",2013-10-30,2014-02-23,2014-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0032194","PLoS ONE",NA,"Robert Planque",2011-07-22,2012-01-24,2012-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0040622","PLoS ONE",NA,"Cedric Sueur",2012-02-15,2012-06-12,2012-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pbio.1001127","PLoS Biology",NA,"Georgina M Mace",2010-11-12,2011-07-13,2011-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0010905","PLoS ONE",NA,"Sharyn Jane Goldstien",2010-01-20,2010-04-28,2010-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
