doi,journal,url,editor,received,accepted,online,final_version,issue,first_decision,second_decision,third_decision,fourth_decision,preprint,issueonline,revised1,revised2,revised3,revised4,error
10.1890/09-0742.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0742.1,NA,2009-04-29,2009-10-19,2010-07-06,NA,2010-07-01,NA,NA,NA,NA,NA,NA,2009-09-25,NA,NA,NA,FALSE
10.1890/09-0133.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0133.1,NA,2009-01-23,2009-10-05,2010-07-06,NA,2010-07-01,NA,NA,NA,NA,NA,NA,2009-07-08,NA,NA,NA,FALSE
10.1890/09-0595.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0595.1,NA,2009-04-07,2009-09-21,2010-07-06,NA,2010-07-01,NA,NA,NA,NA,NA,NA,2009-08-19,2009-10-20,NA,NA,FALSE
10.1890/09-0385.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0385.1,NA,2009-03-05,2009-09-22,2010-07-06,NA,2010-07-01,NA,NA,NA,NA,NA,NA,2009-09-04,2009-10-21,NA,NA,FALSE
10.1890/10-0099.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0099.1,NA,2010-01-15,2010-01-25,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-01-20,NA,NA,NA,FALSE
10.1890/10-0432.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0432.1,NA,2010-03-31,2010-03-05,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-2249.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2249.1,NA,2009-12-01,2010-01-11,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/10-0894.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0894.1,NA,2010-05-04,2010-05-21,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-1216.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1216.1,NA,2009-07-06,2010-03-01,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-01-04,2010-03-24,NA,NA,FALSE
10.1890/09-0091.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0091.1,NA,2009-01-19,2009-11-09,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-08-27,2009-12-08,NA,NA,FALSE
10.1890/09-0760.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0760.1,NA,2010-05-04,2009-12-07,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-09-24,2010-01-04,NA,NA,FALSE
10.1890/09-0855.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0855.1,NA,2009-05-22,2009-12-03,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-11-03,NA,NA,NA,FALSE
10.1890/09-1663.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1663.1,NA,2009-09-12,2010-04-14,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-03-17,NA,NA,NA,FALSE
10.1890/09-2322.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2322.1,NA,2009-12-16,2010-03-15,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-03-12,2010-05-19,NA,NA,FALSE
10.1890/09-0979.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0979.1,NA,2009-06-04,2009-10-07,2010-07-06,NA,2010-07-01,NA,NA,NA,NA,NA,NA,2009-09-30,NA,NA,NA,FALSE
10.1890/09-1650.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1650.1,NA,2009-09-10,2009-12-16,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,2009-11-19,NA,NA,NA,FALSE
10.1890/09-0964.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0964.1,NA,2009-06-01,2010-03-09,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-02-16,NA,NA,NA,FALSE
10.1890/09-1314.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1314.1,NA,2009-07-20,2010-03-22,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-03-19,NA,NA,NA,FALSE
10.1890/09-1313.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1313.1,NA,2009-07-21,2009-11-09,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-10-26,NA,NA,NA,FALSE
10.1890/09-1634.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1634.1,NA,2009-09-10,2010-04-05,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-02-26,NA,NA,NA,FALSE
10.1890/10-0391.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0391.1,NA,2010-02-23,2010-04-19,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0561.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0561.1,NA,2009-03-30,2009-11-23,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-11-13,NA,NA,NA,FALSE
10.1890/09-0865.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0865.1,NA,2009-05-18,2010-02-10,2010-07-06,NA,2010-07-01,NA,NA,NA,NA,NA,NA,2010-01-12,NA,NA,NA,FALSE
10.1890/09-2224.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2224.1,NA,2009-11-30,2010-05-04,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-04-06,NA,NA,NA,FALSE
10.1890/09-2142.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2142.1,NA,2009-11-17,2010-04-06,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-03-23,NA,NA,NA,FALSE
10.1890/09-0339.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0339.1,NA,2009-02-26,2009-05-15,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,2009-05-12,NA,NA,NA,FALSE
10.1890/09-1894.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1894.1,NA,2009-10-14,2010-03-15,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-02-22,NA,NA,NA,FALSE
10.1890/09-2207.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2207.1,NA,2009-11-25,2010-04-08,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-04-01,NA,NA,NA,FALSE
10.1890/0012-9658-91.6.1873,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.6.1873,NA,NA,NA,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0951.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0951.1,NA,2009-05-29,2009-09-30,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,2009-07-29,NA,NA,NA,FALSE
10.1890/0012-9658-91.6.1875,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.6.1875,NA,NA,NA,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0845.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0845.1,NA,2009-05-12,2009-09-22,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,2009-09-11,2009-10-19,NA,NA,FALSE
10.1890/09-1052.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1052.1,NA,2009-06-15,2009-10-01,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,2009-09-22,NA,NA,NA,FALSE
10.1890/09-1226.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1226.1,NA,2009-07-07,2009-10-12,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,2009-10-05,NA,NA,NA,FALSE
10.1890/0012-9658-91.6.1867,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.6.1867,P M Groffman,2009-06-08,2009-09-10,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,2009-09-04,NA,NA,NA,FALSE
10.1890/09-0682.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0682.1,NA,2009-04-24,2009-10-12,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,2009-08-07,NA,NA,NA,FALSE
10.1890/0012-9658-91.6.1869,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.6.1869,P M Groffman,2009-11-05,2009-12-03,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-1387.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1387.1,NA,2009-07-30,2009-09-30,2010-06-04,NA,2010-06-01,NA,NA,NA,NA,NA,NA,2009-09-25,NA,NA,NA,FALSE
10.1890/09-1993.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1993.1,NA,2009-10-26,2010-05-21,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,2010-04-08,NA,NA,NA,FALSE
10.1890/0012-9658-91.9.2810,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.9.2810,NA,NA,NA,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.9.2806,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.9.2806,NA,NA,NA,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.9.2809,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.9.2809,NA,NA,NA,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-1029.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1029.1,NA,2009-06-09,2009-07-29,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/10-0155.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0155.1,NA,NA,NA,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/10-0850.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0850.1,NA,2010-04-28,2010-08-02,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-07-30,NA,NA,NA,FALSE
10.1890/09-0543.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0543.1,NA,2009-03-26,2010-01-22,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,2010-01-14,NA,NA,NA,FALSE
10.1890/09-1033.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1033.1,NA,2009-06-12,2009-12-03,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-10-29,NA,NA,NA,FALSE
10.1890/0012-9658-91.8.2494,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.8.2494,NA,NA,NA,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.8.2497,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.8.2497,NA,NA,NA,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-1069.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1069.1,W K Michener,2009-06-26,2009-11-19,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-11-18,NA,NA,NA,FALSE
10.1890/09-2278.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2278.1,NA,2009-12-06,2010-06-02,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,2010-05-10,NA,NA,NA,FALSE
10.1890/0012-9658-91.5.1558,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.5.1558,NA,NA,NA,2010-04-29,NA,2010-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0685.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0685.1,NA,2009-04-20,2009-08-20,2010-04-29,NA,2010-05-01,NA,NA,NA,NA,NA,NA,2009-08-04,NA,NA,NA,FALSE
10.1890/08-2142.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-2142.1,NA,2008-11-18,2009-08-04,2010-04-29,NA,2010-05-01,NA,NA,NA,NA,NA,NA,2009-06-25,2009-09-01,NA,NA,FALSE
10.1890/0012-9658-91.5.1561,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.5.1561,NA,NA,NA,2010-04-29,NA,2010-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0252.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0252.1,NA,2009-02-17,2009-07-10,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-07-08,NA,NA,NA,FALSE
10.1890/08-1808.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-1808.1,NA,2008-09-30,2009-07-13,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-07-07,NA,NA,NA,FALSE
10.1890/0012-9658-91.4.1244,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.4.1244,NA,NA,NA,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.4.1249,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.4.1249,NA,NA,NA,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0430.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0430.1,NA,2009-03-13,2009-07-02,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-06-24,NA,NA,NA,FALSE
10.1890/09-0145.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0145.1,NA,2009-01-28,2009-06-30,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-05-27,NA,NA,NA,FALSE
10.1890/08-2058.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-2058.1,NA,2008-11-05,2009-08-07,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-08-05,NA,NA,NA,FALSE
10.1890/08-1554.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-1554.1,NA,2008-08-20,2009-05-18,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-04-01,2009-07-15,NA,NA,FALSE
10.1890/08-2092.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-2092.1,NA,2008-11-24,2009-07-07,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-06-26,2009-07-31,NA,NA,FALSE
10.1890/09-0442.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0442.1,NA,2009-03-14,2009-06-29,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-06-26,NA,NA,NA,FALSE
10.1890/09-0366.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0366.1,NA,2009-03-06,2009-06-15,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-06-10,NA,NA,NA,FALSE
10.1890/09-0161.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0161.1,NA,2009-01-30,2009-06-30,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-06-16,NA,NA,NA,FALSE
10.1890/09-0554.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0554.1,NA,2009-03-27,2009-06-30,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-06-24,NA,NA,NA,FALSE
10.1890/09-0147.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0147.1,NA,2009-01-27,2009-06-01,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-05-14,NA,NA,NA,FALSE
10.1890/0012-9658-91.3.935,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.3.935,NA,NA,NA,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-1656.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1656.1,NA,2009-09-10,2009-09-22,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0064.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0064.1,NA,2009-01-13,2009-05-29,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-05-26,NA,NA,NA,FALSE
10.1890/0012-9658-91.3.931,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.3.931,NA,NA,NA,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/08-1871.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-1871.1,NA,2008-10-08,2009-05-26,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-05-11,2009-06-16,NA,NA,FALSE
10.1890/09-0262.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0262.1,NA,2009-02-14,2009-10-13,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-09-28,NA,NA,NA,FALSE
10.1890/09-0134.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0134.1,NA,2009-01-23,2009-06-09,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-04-21,NA,NA,NA,FALSE
10.1890/09-0302.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0302.1,NA,2009-02-20,2009-06-23,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-06-17,NA,NA,NA,FALSE
10.1890/08-2018.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-2018.1,NA,2008-10-30,2009-04-02,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-03-16,NA,NA,NA,FALSE
10.1890/09-0741.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0741.1,NA,2009-04-29,2009-07-29,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-07-17,NA,NA,NA,FALSE
10.1890/08-1883.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-1883.1,NA,2008-10-10,2009-06-01,2010-03-25,NA,2010-03-01,NA,NA,NA,NA,NA,NA,2009-05-04,NA,NA,NA,FALSE
10.1890/MS08-1032.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/MS08-1032.1,NA,2008-06-02,2009-05-12,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,2009-04-20,NA,NA,NA,FALSE
10.1890/08-1839.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-1839.1,NA,2008-10-04,2009-05-08,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,2009-03-26,NA,NA,NA,FALSE
10.1890/09-0112.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0112.1,NA,2009-01-24,2009-05-20,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,2009-05-18,NA,NA,NA,FALSE
10.1890/0012-9658-91.2.626,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.2.626,NA,NA,NA,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-1073.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1073.1,NA,2009-06-18,2009-09-21,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,2009-09-10,NA,NA,NA,FALSE
10.1890/08-1802.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/08-1802.1,NA,2008-09-29,2009-08-05,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,2009-07-16,NA,NA,NA,FALSE
10.1890/0012-9658-91.2.622,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.2.622,NA,NA,NA,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.1.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.1.1,NA,NA,NA,2010-02-24,NA,2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.1.309,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.1.309,NA,NA,NA,2010-02-24,NA,2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.1.306,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.1.306,NA,NA,NA,2010-02-24,NA,2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/10-1124.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-1124.1,NA,NA,NA,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-2072.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2072.1,NA,2009-11-05,2010-04-13,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-04-09,NA,NA,NA,FALSE
10.1890/09-0548.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0548.1,NA,2009-03-26,2010-04-19,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-03-11,NA,NA,NA,FALSE
10.1890/10-0633.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0633.1,NA,2010-03-26,2010-07-15,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-07-01,NA,NA,NA,FALSE
10.1890/10-0052.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0052.1,NA,2010-01-08,2010-01-15,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-1915.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1915.1,NA,2009-10-20,2009-12-14,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-02-12,NA,NA,NA,FALSE
10.1890/09-1434.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1434.1,NA,2009-08-08,2010-04-20,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-04-16,NA,NA,NA,FALSE
10.1890/0012-9658-91.11.3428,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.11.3428,NA,NA,NA,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/10-0404.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0404.1,W K Michener,2010-02-24,2010-07-06,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-07-02,NA,NA,NA,FALSE
10.1890/10-0768.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0768.1,NA,2010-04-16,2010-05-04,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-04-29,NA,NA,NA,FALSE
10.1890/09-1714.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1714.1,NA,2009-09-18,2010-03-03,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-02-11,2010-03-25,NA,NA,FALSE
10.1890/0012-9658-91.11.3431,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.11.3431,NA,NA,NA,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-2275.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-2275.1,NA,2009-12-09,2010-03-19,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-03-18,NA,NA,NA,FALSE
10.1890/0012-9658-91.10.3119,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.10.3119,NA,NA,NA,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/0012-9658-91.10.3121,Ecology,http://www.esajournals.org/doi/abs/10.1890/0012-9658-91.10.3121,NA,NA,NA,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0460.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0460.1,NA,2009-03-16,2010-01-28,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,2009-12-23,NA,NA,NA,FALSE
10.1890/09-1101.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1101.1,NA,2009-06-18,2010-02-05,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,2010-01-26,NA,NA,NA,FALSE
10.1890/09-1213.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1213.1,NA,2009-07-09,2010-02-17,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,2010-02-03,NA,NA,NA,FALSE
10.1890/10-0133.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0133.1,W K Michener,2010-01-27,2010-05-24,2010-10-01,NA,2010-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1890/09-0287.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0287.1,NA,2009-02-18,2009-07-10,2011-01-17,NA,2010-04-01,NA,NA,NA,NA,NA,NA,2009-06-16,NA,NA,NA,FALSE
10.1890/09-1300.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1300.1,NA,2009-07-23,2009-12-21,2010-09-07,NA,2010-09-01,NA,NA,NA,NA,NA,NA,2009-12-17,NA,NA,NA,FALSE
10.1890/09-0908.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-0908.1,NA,2009-05-24,2009-07-27,2010-02-24,NA,2010-01-01,NA,NA,NA,NA,NA,NA,2009-07-21,NA,NA,NA,FALSE
10.1890/09-1043.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1043.1,NA,2009-06-15,2009-06-30,2010-03-05,NA,2010-02-01,NA,NA,NA,NA,NA,NA,2009-06-29,2009-07-31,NA,NA,FALSE
10.1890/09-1831.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1831.1,NA,2009-10-06,2010-03-12,2010-10-29,NA,2010-11-01,NA,NA,NA,NA,NA,NA,2010-02-23,NA,NA,NA,FALSE
10.1890/09-1136.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/09-1136.1,NA,2009-06-24,2009-11-12,2010-07-21,NA,2010-08-01,NA,NA,NA,NA,NA,NA,2009-10-14,2009-12-08,NA,NA,FALSE
10.1890/10-0143.1,Ecology,http://www.esajournals.org/doi/abs/10.1890/10-0143.1,NA,2010-01-20,2010-05-11,2010-12-17,NA,2010-12-01,NA,NA,NA,NA,NA,NA,2010-05-10,NA,NA,NA,FALSE
