doi,journal,url,editor,received,accepted,online,final_version,issue,first_decision,second_decision,third_decision,fourth_decision,preprint,issueonline,revised1,revised2,revised3,revised4,error
10.1098/rsbl.2013.0281,Biology Letters,http://rsbl.royalsocietypublishing.org/cgi/doi/10.1098/rsbl.2013.0281,NA,2013-03-28,2013-04-22,2013-05-15,NA,2013-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1111/j.1365-2664.2009.01640.x,Journal of Applied Ecology,http://doi.wiley.com/10.1111/j.1365-2664.2009.01640.x,Jack Lennon,2008-09-23,2009-02-16,2009-03-20,NA,2009-06-01,NA,NA,NA,NA,NA,2009-04-28,NA,NA,NA,NA,FALSE
10.1890/1051-0761-22.5.1640,Ecological Applications,http://www.esajournals.org/doi/abs/10.1890/1051-0761-22.5.1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1098/rsbl.2013.0264,Biology Letters,http://rsbl.royalsocietypublishing.org/cgi/doi/10.1098/rsbl.2013.0264,NA,2013-03-22,2013-04-22,2013-05-15,NA,2013-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1111/j.1365-2664.2008.01601.x,Journal of Applied Ecology,http://doi.wiley.com/10.1111/j.1365-2664.2008.01601.x,Marc Cadotte,2008-09-22,2008-11-24,2009-01-14,NA,2009-02-01,NA,NA,NA,NA,NA,2009-01-14,NA,NA,NA,NA,FALSE
10.1890/1051-0761-22.5.1472,Ecological Applications,http://www.esajournals.org/doi/abs/10.1890/1051-0761-22.5.1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1098/rsbl.2013.0036,Biology Letters,http://rsbl.royalsocietypublishing.org/cgi/doi/10.1098/rsbl.2013.0036,NA,2013-01-15,2013-04-25,2013-05-15,NA,2013-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1111/j.1365-2664.2009.01614.x,Journal of Applied Ecology,http://doi.wiley.com/10.1111/j.1365-2664.2009.01614.x,Yann Clough,2008-08-21,2008-12-29,2009-02-11,NA,2009-04-01,NA,NA,NA,NA,NA,2009-03-03,NA,NA,NA,NA,FALSE
10.1890/1051-0761-22.5.1628,Ecological Applications,http://www.esajournals.org/doi/abs/10.1890/1051-0761-22.5.1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1098/rsbl.2013.0021,Biology Letters,http://rsbl.royalsocietypublishing.org/cgi/doi/10.1098/rsbl.2013.0021,NA,2013-01-08,2013-04-19,2013-05-15,NA,2013-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
